Prediction Date,Detection Date,Strength,Number of AR detected
2011-02-16,2011-02-16,0.0,0.0
2011-02-17,2011-02-17,0.0,0.0
2011-02-18,2011-02-18,0.0,0.0
2011-02-19,2011-02-19,0.0,0.0
2011-02-20,2011-02-20,0.0,0.0
2011-02-21,2011-02-21,0.0,0.0
2011-02-22,2011-02-22,0.0,0.0
2011-02-23,2011-02-23,0.0,0.0
2011-02-24,2011-02-24,0.0,0.0
2011-02-25,2011-02-25,12.0,1.0
2011-02-26,2011-02-26,0.0,1.0
2011-02-27,2011-02-27,0.0,0.0
2011-02-28,2011-02-28,0.0,0.0
2011-03-01,2011-03-01,0.0,0.0
2011-03-02,2011-03-02,0.0,0.0
2011-03-03,2011-03-03,0.0,1.0
2011-03-04,2011-03-04,0.0,0.0
2011-03-05,2011-03-05,0.0,0.0
2011-03-06,2011-03-06,18.0,0.0
2011-03-07,2011-03-07,0.0,1.0
2011-03-08,2011-03-08,0.0,0.0
2011-03-09,2011-03-09,0.0,1.0
2011-03-10,2011-03-10,0.0,0.0
2011-03-11,2011-03-11,0.0,0.0
2011-03-12,2011-03-12,0.0,1.0
2011-03-13,2011-03-13,0.0,0.0
2011-03-14,2011-03-14,0.0,0.0
2011-03-15,2011-03-15,0.0,0.0
2011-03-16,2011-03-16,0.0,0.0
2011-03-17,2011-03-17,0.0,0.0
2011-03-18,2011-03-18,0.0,0.0
2011-03-19,2011-03-19,0.0,0.0
2011-03-20,2011-03-20,0.0,0.0
2011-03-21,2011-03-21,0.0,0.0
2011-03-22,2011-03-22,61.0,1.0
2011-03-23,2011-03-23,0.0,0.0
2011-03-24,2011-03-24,0.0,0.0
2011-03-25,2011-03-25,42.0,1.0
2011-03-26,2011-03-26,0.0,2.0
2011-03-27,2011-03-27,0.0,0.0
2011-03-28,2011-03-28,0.0,1.0
2011-03-29,2011-03-29,0.0,0.0
2011-03-30,2011-03-30,14.0,0.0
2011-03-31,2011-03-31,0.0,0.0
2011-04-01,2011-04-01,0.0,0.0
2011-04-02,2011-04-02,0.0,0.0
2011-04-03,2011-04-03,0.0,0.0
2011-04-04,2011-04-04,0.0,0.0
2011-04-05,2011-04-05,0.0,1.0
2011-04-06,2011-04-06,0.0,0.0
2011-04-07,2011-04-07,17.0,1.0
2011-04-08,2011-04-08,0.0,1.0
2011-04-09,2011-04-09,0.0,0.0
2011-04-10,2011-04-10,0.0,0.0
2011-04-11,2011-04-11,0.0,0.0
2011-04-12,2011-04-12,0.0,0.0
2011-04-13,2011-04-13,0.0,1.0
2011-04-14,2011-04-14,0.0,1.0
2011-04-15,2011-04-15,0.0,0.0
2011-04-16,2011-04-16,0.0,0.0
2011-04-17,2011-04-17,0.0,0.0
2011-04-18,2011-04-18,0.0,0.0
2011-04-19,2011-04-19,0.0,0.0
2011-04-20,2011-04-20,0.0,1.0
2011-04-21,2011-04-21,0.0,1.0
2011-04-22,2011-04-22,0.0,1.0
2011-04-23,2011-04-23,0.0,0.0
2011-04-24,2011-04-24,0.0,0.0
2011-04-25,2011-04-25,0.0,0.0
2011-04-26,2011-04-26,0.0,0.0
2011-04-27,2011-04-27,0.0,0.0
2011-04-28,2011-04-28,0.0,0.0
2011-04-29,2011-04-29,0.0,1.0
2011-04-30,2011-04-30,21.0,0.0
2011-05-01,2011-05-01,0.0,0.0
2011-05-02,2011-05-02,0.0,0.0
2011-05-03,2011-05-03,0.0,0.0
2011-05-04,2011-05-04,21.0,0.0
2011-05-05,2011-05-05,0.0,0.0
2011-05-06,2011-05-06,0.0,0.0
2011-05-07,2011-05-07,0.0,0.0
2011-05-08,2011-05-08,0.0,0.0
2011-05-09,2011-05-09,0.0,0.0
2011-05-10,2011-05-10,3.0,0.0
2011-05-11,2011-05-11,0.0,0.0
2011-05-12,2011-05-12,0.0,0.0
2011-05-13,2011-05-13,0.0,0.0
2011-05-14,2011-05-14,0.0,0.0
2011-05-15,2011-05-15,0.0,0.0
2011-05-16,2011-05-16,0.0,0.0
2011-05-17,2011-05-17,0.0,1.0
2011-05-18,2011-05-18,0.0,0.0
2011-05-19,2011-05-19,0.0,1.0
2011-05-20,2011-05-20,0.0,0.0
2011-05-21,2011-05-21,0.0,0.0
2011-05-22,2011-05-22,0.0,1.0
2011-05-23,2011-05-23,0.0,0.0
2011-05-24,2011-05-24,0.0,0.0
2011-05-25,2011-05-25,0.0,0.0
2011-05-26,2011-05-26,0.0,0.0
2011-05-27,2011-05-27,0.0,0.0
2011-05-28,2011-05-28,0.0,2.0
2011-05-29,2011-05-29,0.0,0.0
2011-05-30,2011-05-30,0.0,2.0
2011-05-31,2011-05-31,0.0,0.0
2011-06-01,2011-06-01,34.0,1.0
2011-06-02,2011-06-02,0.0,1.0
2011-06-03,2011-06-03,0.0,1.0
2011-06-04,2011-06-04,0.0,0.0
2011-06-05,2011-06-05,0.0,0.0
2011-06-06,2011-06-06,0.0,0.0
2011-06-07,2011-06-07,0.0,0.0
2011-06-08,2011-06-08,0.0,0.0
2011-06-09,2011-06-09,0.0,0.0
2011-06-10,2011-06-10,0.0,1.0
2011-06-11,2011-06-11,0.0,0.0
2011-06-12,2011-06-12,0.0,0.0
2011-06-13,2011-06-13,0.0,0.0
2011-06-14,2011-06-14,195.0,0.0
2011-06-15,2011-06-15,0.0,1.0
2011-06-16,2011-06-16,0.0,0.0
2011-06-17,2011-06-17,0.0,0.0
2011-06-18,2011-06-18,0.0,1.0
2011-06-19,2011-06-19,0.0,0.0
2011-06-20,2011-06-20,0.0,0.0
2011-06-21,2011-06-21,0.0,0.0
2011-06-22,2011-06-22,0.0,0.0
2011-06-23,2011-06-23,0.0,0.0
2011-06-24,2011-06-24,0.0,0.0
2011-06-25,2011-06-25,0.0,0.0
2011-06-26,2011-06-26,0.0,0.0
2011-06-27,2011-06-27,0.0,0.0
2011-06-28,2011-06-28,0.0,0.0
2011-06-29,2011-06-29,0.0,1.0
2011-06-30,2011-06-30,0.0,0.0
2011-07-01,2011-07-01,0.0,0.0
2011-07-02,2011-07-02,0.0,0.0
2011-07-03,2011-07-03,0.0,0.0
2011-07-04,2011-07-04,0.0,0.0
2011-07-05,2011-07-05,0.0,0.0
2011-07-06,2011-07-06,0.0,0.0
2011-07-07,2011-07-07,0.0,0.0
2011-07-08,2011-07-08,0.0,1.0
2011-07-09,2011-07-09,0.0,0.0
2011-07-10,2011-07-10,33.0,0.0
2011-07-11,2011-07-11,0.0,0.0
2011-07-12,2011-07-12,0.0,1.0
2011-07-13,2011-07-13,0.0,0.0
2011-07-14,2011-07-14,0.0,1.0
2011-07-15,2011-07-15,0.0,1.0
2011-07-16,2011-07-16,0.0,0.0
2011-07-17,2011-07-17,0.0,0.0
2011-07-18,2011-07-18,0.0,0.0
2011-07-19,2011-07-19,0.0,1.0
2011-07-20,2011-07-20,0.0,0.0
2011-07-21,2011-07-21,0.0,0.0
2011-07-22,2011-07-22,0.0,0.0
2011-07-23,2011-07-23,0.0,0.0
2011-07-24,2011-07-24,0.0,0.0
2011-07-25,2011-07-25,0.0,0.0
2011-07-26,2011-07-26,0.0,1.0
2011-07-27,2011-07-27,0.0,1.0
2011-07-28,2011-07-28,0.0,0.0
2011-07-29,2011-07-29,0.0,1.0
2011-07-30,2011-07-30,0.0,0.0
2011-07-31,2011-07-31,0.0,0.0
2011-08-01,2011-08-01,0.0,0.0
2011-08-02,2011-08-02,0.0,0.0
2011-08-03,2011-08-03,0.0,0.0
2011-08-04,2011-08-04,0.0,0.0
2011-08-05,2011-08-05,0.0,0.0
2011-08-06,2011-08-06,0.0,0.0
2011-08-07,2011-08-07,0.0,0.0
2011-08-08,2011-08-08,0.0,0.0
2011-08-09,2011-08-09,0.0,0.0
2011-08-10,2011-08-10,0.0,0.0
2011-08-11,2011-08-11,0.0,0.0
2011-08-12,2011-08-12,0.0,0.0
2011-08-13,2011-08-13,0.0,0.0
2011-08-14,2011-08-14,0.0,0.0
2011-08-15,2011-08-15,0.0,0.0
2011-08-16,2011-08-16,0.0,1.0
2011-08-17,2011-08-17,0.0,1.0
2011-08-18,2011-08-18,0.0,0.0
2011-08-19,2011-08-19,0.0,0.0
2011-08-20,2011-08-20,0.0,0.0
2011-08-21,2011-08-21,0.0,1.0
2011-08-22,2011-08-22,0.0,1.0
2011-08-23,2011-08-23,0.0,0.0
2011-08-24,2011-08-24,57.0,0.0
2011-08-25,2011-08-25,0.0,0.0
2011-08-26,2011-08-26,0.0,2.0
2011-08-27,2011-08-27,0.0,0.0
2011-08-28,2011-08-28,0.0,0.0
2011-08-29,2011-08-29,0.0,1.0
2011-08-30,2011-08-30,0.0,0.0
2011-08-31,2011-08-31,0.0,1.0
2011-09-01,2011-09-01,0.0,0.0
2011-09-02,2011-09-02,0.0,0.0
2011-09-03,2011-09-03,0.0,0.0
2011-09-04,2011-09-04,0.0,1.0
2011-09-05,2011-09-05,0.0,0.0
2011-09-06,2011-09-06,481.0,0.0
2011-09-07,2011-09-07,0.0,1.0
2011-09-08,2011-09-08,0.0,0.0
2011-09-09,2011-09-09,0.0,0.0
2011-09-10,2011-09-10,0.0,0.0
2011-09-11,2011-09-11,0.0,0.0
2011-09-12,2011-09-12,56.0,1.0
2011-09-13,2011-09-13,0.0,1.0
2011-09-14,2011-09-14,0.0,1.0
2011-09-15,2011-09-15,0.0,0.0
2011-09-16,2011-09-16,0.0,0.0
2011-09-17,2011-09-17,0.0,0.0
2011-09-18,2011-09-18,0.0,0.0
2011-09-19,2011-09-19,22.0,1.0
2011-09-20,2011-09-20,0.0,0.0
2011-09-21,2011-09-21,0.0,0.0
2011-09-22,2011-09-22,0.0,0.0
2011-09-23,2011-09-23,0.0,1.0
2011-09-24,2011-09-24,112.0,0.0
2011-09-25,2011-09-25,0.0,0.0
2011-09-26,2011-09-26,26.0,1.0
2011-09-27,2011-09-27,0.0,1.0
2011-09-28,2011-09-28,0.0,0.0
2011-09-29,2011-09-29,0.0,1.0
2011-09-30,2011-09-30,0.0,0.0
2011-10-01,2011-10-01,20.0,0.0
2011-10-02,2011-10-02,5.0,0.0
2011-10-03,2011-10-03,0.0,1.0
2011-10-04,2011-10-04,24.0,0.0
2011-10-05,2011-10-05,0.0,1.0
2011-10-06,2011-10-06,0.0,1.0
2011-10-07,2011-10-07,0.0,0.0
2011-10-08,2011-10-08,0.0,0.0
2011-10-09,2011-10-09,570.0,0.0
2011-10-10,2011-10-10,0.0,1.0
2011-10-11,2011-10-11,0.0,0.0
2011-10-12,2011-10-12,0.0,2.0
2011-10-13,2011-10-13,0.0,0.0
2011-10-14,2011-10-14,0.0,0.0
2011-10-15,2011-10-15,0.0,0.0
2011-10-16,2011-10-16,29.0,0.0
2011-10-17,2011-10-17,0.0,0.0
2011-10-18,2011-10-18,48.0,1.0
2011-10-19,2011-10-19,4.0,0.0
2011-10-20,2011-10-20,7.0,1.0
2011-10-21,2011-10-21,0.0,0.0
2011-10-22,2011-10-22,0.0,0.0
2011-10-23,2011-10-23,0.0,1.0
2011-10-24,2011-10-24,0.0,0.0
2011-10-25,2011-10-25,7.0,1.0
2011-10-26,2011-10-26,0.0,0.0
2011-10-27,2011-10-27,0.0,0.0
2011-10-28,2011-10-28,0.0,0.0
2011-10-29,2011-10-29,0.0,0.0
2011-10-30,2011-10-30,225.0,0.0
2011-10-31,2011-10-31,0.0,0.0
2011-11-01,2011-11-01,0.0,1.0
2011-11-02,2011-11-02,51.0,2.0
2011-11-03,2011-11-03,0.0,0.0
2011-11-04,2011-11-04,0.0,0.0
2011-11-05,2011-11-05,8.0,0.0
2011-11-06,2011-11-06,29.0,3.0
2011-11-07,2011-11-07,0.0,1.0
2011-11-08,2011-11-08,13.0,0.0
2011-11-09,2011-11-09,0.0,0.0
2011-11-10,2011-11-10,0.0,0.0
2011-11-11,2011-11-11,18.0,0.0
2011-11-12,2011-11-12,65.0,0.0
2011-11-13,2011-11-13,0.0,1.0
2011-11-14,2011-11-14,42.0,0.0
2011-11-15,2011-11-15,0.0,1.0
2011-11-16,2011-11-16,0.0,0.0
2011-11-17,2011-11-17,37.0,1.0
2011-11-18,2011-11-18,127.0,2.0
2011-11-19,2011-11-19,0.0,1.0
2011-11-20,2011-11-20,216.0,1.0
2011-11-21,2011-11-21,0.0,0.0
2011-11-22,2011-11-22,0.0,0.0
2011-11-23,2011-11-23,0.0,1.0
2011-11-24,2011-11-24,0.0,0.0
2011-11-25,2011-11-25,0.0,0.0
2011-11-26,2011-11-26,0.0,1.0
2011-11-27,2011-11-27,0.0,0.0
2011-11-28,2011-11-28,0.0,1.0
2011-11-29,2011-11-29,7.0,0.0
2011-11-30,2011-11-30,158.0,2.0
2011-12-01,2011-12-01,0.0,0.0
2011-12-02,2011-12-02,41.0,0.0
2011-12-03,2011-12-03,0.0,0.0
2011-12-04,2011-12-04,0.0,1.0
2011-12-05,2011-12-05,0.0,0.0
2011-12-06,2011-12-06,0.0,1.0
2011-12-07,2011-12-07,0.0,0.0
2011-12-08,2011-12-08,70.0,0.0
2011-12-09,2011-12-09,0.0,2.0
2011-12-10,2011-12-10,0.0,0.0
2011-12-11,2011-12-11,0.0,0.0
2011-12-12,2011-12-12,246.0,0.0
2011-12-13,2011-12-13,0.0,0.0
2011-12-14,2011-12-14,0.0,0.0
2011-12-15,2011-12-15,0.0,0.0
2011-12-16,2011-12-16,0.0,0.0
2011-12-17,2011-12-17,0.0,0.0
2011-12-18,2011-12-18,0.0,1.0
2011-12-19,2011-12-19,0.0,0.0
2011-12-20,2011-12-20,52.0,1.0
2011-12-21,2011-12-21,11.0,1.0
2011-12-22,2011-12-22,0.0,0.0
2011-12-23,2011-12-23,0.0,0.0
2011-12-24,2011-12-24,0.0,1.0
2011-12-25,2011-12-25,0.0,0.0
2011-12-26,2011-12-26,31.0,0.0
2011-12-27,2011-12-27,0.0,0.0
2011-12-28,2011-12-28,260.0,1.0
2011-12-29,2011-12-29,0.0,1.0
2011-12-30,2011-12-30,0.0,0.0
2011-12-31,2011-12-31,0.0,0.0
